,k,d
0,0.0,0.0003448981926060827
1,0.00012609217429411255,0.0005043686971764502
2,0.00013219371284963624,0.0006609685642481812
3,0.0004066426622076307,0.000542190216276841
4,0.0007418547721430479,0.0018546369303576195
5,6.901584223164248e-05,6.901584223164248e-05
6,0.0008988704928491142,0.00012841007040701632
7,0.0002366128047293096,0.00015774186981953972
8,0.00020078754882664465,0.0003346459147110744
9,9.209843367729926e-05,0.00046049216838649627
10,0.0001948305172408644,0.0005844915517225932
11,0.00019608007615509805,6.536002538503268e-05
12,0.0,0.00036049446495150947
13,0.00015064086340893046,0.00015064086340893046
14,0.000269810759317162,0.00017987383954477465
15,0.00020858266672070595,4.171653334414119e-05
16,0.00024899816192284113,0.0
17,0.0001890405369825047,0.0005671216109475141
18,5.703929206291015e-05,0.0001140785841258203
19,0.0,0.00019160994555121057
20,0.0003167841653914059,9.050976154040169e-05
21,0.0,0.0
22,0.00026663887153419104,0.00026663887153419104
23,0.0002073942153066004,0.0006221826459198011
24,0.00011244702611469728,0.00016867053917204593
25,9.22843773893315e-05,0.000184568754778663
26,0.0,0.0014135959577527058
27,8.67964944544801e-05,0.00013019474168172014
28,6.366142614263569e-05,0.00031830713071317844
29,0.0002507022411619145,0.00016713482744127632
30,0.00032460165924236766,0.0001947609955454206
31,0.000161367838633819,0.000484103515901457
32,0.0,0.00020735222612295633
33,0.0002311560718621246,0.00015410404790808306
34,0.0003769114747463296,0.00022614688484779777
35,0.00023043333524611965,5.760833381152991e-05
36,0.0,0.0009480475838637869
37,0.00023931863027003324,0.0007179558908100998
38,0.0,0.0011640587286226255
39,0.00010577833551907054,0.00010577833551907054
40,0.0,0.00015761908043941556
41,0.0,0.0004202312544179229
42,0.00016530884149765023,5.510294716588341e-05
43,0.0006170763687899213,0.0
44,0.00011667986153127259,0.00011667986153127259
45,0.00010446600719549355,0.0
46,0.0,0.0
47,0.00018615364968823582,6.205121656274528e-05
48,0.0003163807329584429,0.00015819036647922146
49,0.0001974429614931713,6.581432049772377e-05
50,0.0003049906974838037,0.00015249534874190186
51,0.0002349969291767183,0.0
52,4.7589925047419464e-05,0.0001427697751422584
53,0.00021586191260590152,0.0006475857378177045
54,0.0,0.00012349359040202042
55,0.00018520528419928707,0.00018520528419928707
56,0.0002994676581401394,0.0011978706325605575
57,0.0002162541824859995,0.000432508364971999
58,0.00035248595041382813,0.00028198876033106254
59,0.00011049715946837605,0.0004419886378735042
60,0.00022287612934022272,0.00011143806467011136
61,0.0,0.0006056777545072046
62,0.00016762290635620217,0.0
63,0.0003147285708927228,0.0002098190472618152
64,0.00025251151596119545,0.00010100460638447818
65,0.00030871980203209134,0.0002469758416256731
66,0.0,0.000957504692152925
67,0.0,0.0006538157545840949
68,0.0,0.0004682907785660068
69,0.0,0.00022178006723069652
70,0.00018089677137863905,9.044838568931952e-05
71,0.0003980652664794124,0.0003980652664794124
72,4.789665661625155e-05,4.789665661625155e-05
73,0.00035659406791725245,0.00035659406791725245
74,0.0002725884548801834,6.814711372004585e-05
75,0.00015886094932264372,0.00015886094932264372
76,0.0,0.0002580857942119497
77,0.00024299191580627643,4.8598383161255285e-05
78,0.0003743018125721556,6.23836354286926e-05
79,0.00016222424060151209,0.00021629898746868277
80,0.00044023205325409876,0.0
81,0.0,0.001977096389497208
82,7.05599019854684e-05,0.000352799509927342
83,0.0007588777720134356,0.0007588777720134356
84,0.0001640045108689605,0.000328009021737921
85,0.00010205903717639587,0.00040823614870558346
86,0.00028711386899882323,0.0008613416069964697
87,0.00028878904388508883,9.626301462836293e-05
88,0.0002150779609375834,0.0002867706145834445
